id,text,offensive_aggregated,offense_a1,offense_a2,offense_a3,offense_a4
6471,"@USER @USER Ik vind het allemaal wel heel toevallig, zo vlak nadat Biden zichzelf vernietigd heeft bij de zwarte gemeenschap. 2 dagen later gebeurt er iets waardoor er praktisch rassenrellen ontstaan én wordt dat vuurtje extra aangewakkerd door dit soort zaken. Klopt natuurlijk niet.",NOT,NOT,NOT,NOT,NOT
6472,#pauw Misschien is deze #Agenda 21 wel het meest onderschatte werktuig van de duistere krachten die streven naar totale wereldcontrole.,NOT,OFF,NOT,NOT,NOT
6473,#vacature Meldkamercentralist vast: HighCare/AmbuCare is hard op zoek naar enthousiaste meldkam... URL,NOT,NOT,NOT,NOT,NOT
6474,ZORG DAT JE ERBIJ BENT DIT WEEKEND! HAVANA BACHATA - Summer is Coming Edition DINING &amp; DANCING &amp; PATHÉ *** ALTIJD GRATIS DANCING ENTREE *** 03.06.2018 in Den Haag YOUR DJ : JARZINO Dineren: vanaf 17.00 uur... URL,NOT,NOT,NOT,NOT,NOT
6475,"Milieu maffia Jesse Klaver liegt tegen heug en meug hij blijft beweren dat kolencentrales sluiten maar 75 miljoen kost,maar dat is 7 miljard URL",OFF,,,,
6476,@USER Nee natuurlijk niet. Mocht dit zo overgekomen zijn dan mijn welgemeende excuses. Die van Doorn is toch wel het laagste van het laagste en het minste van het minste.,OFF,,,,
6477,Nooit gedacht dat @USER nog met een nieuw album zou komen..... hoera!,NOT,NOT,NOT,NOT,NOT
6478,@USER Walgelijke klootzakken! Mensen hebben geen afscheid mogen nemen van geliefden. En dan flikt men dit! Gvd! Gelijkheid is gelijkheid voor iedereen. Wat een mislukte bende!,OFF,,,,
6479,@USER Op zich kan het wel goed zijn als mensen op hun gedrag worden gewezen,NOT,NOT,NOT,NOT,NOT
6480,"Blinde vinken op z'n Italiaans met een smeuïge vulling, tomatensaus en pasta. Om 18u15 op @USER URL",NOT,NOT,NOT,NOT,NOT
6481,"@USER @USER Als je de linksen, moslims en illegalen niet meetelt: Amsterdam.",NOT,NOT,NOT,NOT,NOT
6482,@USER 24/7 hysterisch janken op internet noem jij vechten #PVVop1,OFF,NOT,OFF,OFF,OFF
6483,Khalid en Adam bij de burgemeester van Amsterdam herdenking slavernij.,NOT,NOT,NOT,NOT,NOT
6484,Me elke keer in het ov,NOT,NOT,NOT,NOT,NOT
6485,@USER Kom bij ons werken als jouw grootste passie twee taarten eten is! :birthday_cake: :birthday_cake: ,NOT,NOT,NOT,NOT,NOT
6486,@USER Dus omdat BDW vindt dat terroristen en geradicaliseerden niet mogen vrijkomen iedereen op zijn achterpoten....maar achteraf net hetzelfde krijsen als er iets gebeurt en hij heeft er niks aan gedaan...rare mensen...,OFF,NOT,OFF,NOT,OFF
6487,#Nederland :Netherlands: :folded_hands: #heftig :sleepy_face: 2 doden zelfs phufff en dat door iemand die er voor koos om te gaan #spookrijden #A12,NOT,NOT,NOT,NOT,NOT
6488,@USER @USER Voor culinaire hoogstandjes moet je naar Marokko hoor ;-),NOT,NOT,NOT,NOT,NOT
6489,@USER @USER Zit hier met mijn kinderen heeft niks te maken wie sterker is dan heb je alleen maar verliezers.wat er allemaal gepost werd richting mij was behoorlijk ziek. Vandaar,NOT,NOT,NOT,OFF,NOT
6490,@USER Ach man ! Je hebt geen idee hoeveel er goed de pest hebben in je gedrag . Denk niet dat je het alleen red in deze wereld ! Je komt er nog wel achter kuttekop !!,OFF,,,,
6491,@USER hahahaha ja maar ik wil naar de chinese muur en dan niet het restaurant,NOT,NOT,NOT,NOT,NOT
6492,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Waar is het #moreelkompas van deze politie? #coronavragen #eenzameOpsluiting URL,NOT,NOT,NOT,NOT,OFF
6493,Miranda85 (38) geile dame die altijd in is voor een geil leuk gesprek URL,NOT,OFF,NOT,OFF,NOT
6494,RT @USER @USER Echt fijn ontspannen. Tussen baas en werkblad. Lekker knus in de weg liggen. :) URL,NOT,NOT,NOT,NOT,NOT
6495,Tot vorige week iedereen : 'Ooh Davey' : smiling_face_with_heart-eyes : Deze week iedereen: 'Ooh de vriendin van Davey' :smiling_face_with_heart-eyes: #demol,NOT,NOT,NOT,NOT,NOT
6496,Weer heerlijk vroeg uit de veren en warm weekend voor de boeg. Horeca maakt zich op om hun terrassen te openen en wellicht dat er veel mensen gebruik van gaan maken. Ik nog even niet dus sta mijn plekje nog even af. Good Morning volgertjes.,NOT,NOT,NOT,NOT,NOT
6497,"@USER @USER @USER Ik leg jouw achterlijkheid bloot en wijs andere twitteraars op jouw krankzinnige fantasieën. Zo staat jouw bovenstaande tweet weer vol met 100% onzin. Pathologische leugenaars kunnen niets anders dan domme inhoudsloze, argumentloze verzinsels tweeten, jij bent geen uitzondering.",OFF,,,,
6498,Nee organisator van de Demonstratie gisteren op de Dam ze brengen niet alleen hun gezondheid in gevaar maar die van mensen die niet heengingen. #BLM matters maar ook anderen matter!,NOT,NOT,NOT,NOT,NOT
6499,Bizar! Vandaar die vieze grijns! URL,OFF,,,,
6500,"@USER @USER Zei je wat, antifa terrorist?",OFF,,,,
6501,@USER @USER @USER @USER Zwarten creëren deze heisa zelf door in gevallen als deze meteen de racisme kaart te trekken. Je kan op geen enkele manier aanduiden dat deze gek (wat hij wel degelijk is) die man gedood heeft omwv huidskleur.,OFF,OFF,OFF,OFF,OFF
6502,@USER .. CORONA FOOLS .. .. HET OERDOMME MENSDOM MET ZIJN EEUWIGE ANTI PARADIJS AARDE ..???. .. CRISIS IN DE WETENSCHAP .. .. LOCKDOWN IS EEN SCHANDE .. .. Willem Engel en Ramon Bril .. .. 20.000 ATOOMBOMMEN ON EARTH ... URL,OFF,OFF,OFF,OFF,OFF
6503,Kaatsheuvelnaar die moeder om het leven bracht woensdag voor de rechter URL,NOT,NOT,NOT,NOT,NOT
6504,"@USER Schokkend. Activistenwereld nauw verweven met NOS. “Simone Weimans, NOS-nieuwslezeres, is hoofd van een jury die 35.000 euro gemeentesubsidie via het Amsterdams Fonds voor de Kunst toekent aan het project van een KOZP-activist.” URL",NOT,NOT,NOT,NOT,OFF
6505,"Ondertussen in India: Temperaturen van ruim boven de 45°c. Maar vrees niet, binnenkort kunnen we dit soort temperaturen ook in Nederland verwachten. Laten we snel nog wat bomen kappen voor nog hogere temperaturen! #hitte #droogte URL",NOT,NOT,NOT,NOT,NOT
6506,@USER @USER @USER @USER Was dat leuk? Ik heb nog een middag met 2 12 jarigen over.,NOT,NOT,NOT,NOT,NOT
6507,"Het begon allemaal met een stukje draad... 30 jaar, 70 prototypes en 10 miljoen tests later, is het resultaat een matras dat de beste slaap technologieën combineert voor de meest optimale nachtrust. #sleepscience #Simba URL",NOT,NOT,NOT,NOT,NOT
6508,"@USER @USER Ja, dat geldt voor alle mensen.",NOT,NOT,NOT,NOT,NOT
6509,:movie_camera: | Of was 'ie gewoon boos? #RG18 #RolandGarros,NOT,NOT,NOT,NOT,NOT
6510,"""wHeN tHe LoOtInG sTaRtS, tHe ScHoOtInG sTaRtS"" Ja, plunderen helpt het protest niet. Maar als fucking president zo reageren? Dreigen met moord?! Wat een misselijk stuk vreten is het toch. En nog steeds stemmen mensen op dit soort uitschot. :nauseated_face: #DonaldTrump #minneapolisriots",OFF,,,,
6511,#Rotary #Turnhout laat jongeren kennismaken met #beroepen URL,NOT,NOT,NOT,NOT,NOT
6512,"Goedemorgen beste mensen, maak er een mooie vrijdag van.",NOT,NOT,NOT,NOT,NOT
6513,"@USER @USER Politici zouden zich moeten onthouden van commentaar, maar de drang om zich te profileren is blijkbaar te groot. Jammer.",NOT,NOT,NOT,NOT,OFF
6514,"Ik heb Baudet nog geen mooie zinnen horen noemen, wel veel onzin #PenJ @USER",OFF,,,,
6515,"GroenLinks levert de Gedeputeerde verantwoordelijk voor Openbaar Vervoer, maar heeft hier anders nog géén concrete verbeteringsvoorstellen voor gedaan, terwijl de A12 en de A325/B9 File-hotspots zijn @USER URL",NOT,NOT,NOT,NOT,OFF
6516,De Belgische wetenschappers worden vierkantig rond uitgelachen door een Regionaal ministerke van onderwijs die geen binding heeft met de mensen van de basis ...... een @USER marionetten eerste klas,OFF,OFF,NOT,OFF,NOT
6517,Temperatuur=11.2|Regen.dag=8.2mm|Wind=6.8<br>m/s|Max._windstoot=14.8m/s|Richting=WSW|Relatieve_vochtigheid=81.0%|Regen_laatste_uur=0.0mm|Zonnestraling/globale_straling=0.0W/m2,NOT,NOT,NOT,NOT,NOT
6518,@USER Je hebt een schitterende buik Mensen hebben altijd wat Ik moest echt goed kijken Je hebt 2 kinderen straks en die heb jij je in buik gedragen met alle liefde . Dusss Trek er niks van aan :face_blowing_a_kiss:,NOT,NOT,NOT,NOT,NOT
6519,"@USER Wat een verijkkers zijn het toch ,bedankt LINKSE partijen en stemmers en islam knuffelaars voor het Nederland naar de kloten helpen :pouting_face: :pouting_face: :pouting_face: :face_with_monocle: ",OFF,,,,
6520,"@USER Wait wut, zit jij op Glu dan!? :face_with_tears_of_joy: Well this is awkward... Was er afgelopen donderdad",NOT,NOT,NOT,NOT,NOT
6521,De man die onze regering adviseert mbt Covid19. Die Roche en DSM koppelde en nu sinds maart 2e man is bij de VN!,NOT,NOT,NOT,NOT,NOT
6522,Nieuwe vacature: Online marketeer (Rotterdam) bij 100%EMAIL URL,NOT,NOT,NOT,NOT,NOT
6523,CBS: overal is meer respect URL,NOT,NOT,NOT,NOT,OFF
6524,@USER En abu laadklep zag dat het goed was :ogre: ,OFF,,,,
6525,#brievenmaandag Waarom gaan jullie niet met de fiets naar de pers conferenties. Niet zo ver als het kan.,NOT,NOT,NOT,NOT,NOT
6526,Vandaag weer thuis werken. Da's wel fijn na drie dagen Den Haag en file rijden.,NOT,NOT,NOT,NOT,NOT
6527,Zin in een geile sexdate? Schrijf je in op URL,NOT,OFF,NOT,OFF,NOT
6528,Ik vraag vaak aan winkelmedewerkers of klanten vervelend zijn ivm corona. Antwoord => verreweg de meeste mensen (ca. 95%) zijn juist extra beleefd en hulpvaardig. Maar de media zal en moet ons vertellen dat we klootzakken zijn. Het is een ziekte. URL,OFF,OFF,OFF,OFF,OFF
6529,"@USER @USER Wat een debiel wij jonge echt. Femke 'halve' Halsema Ze gaat eraf, deepstaters gaan het gewoon niet halen, dat is inmiddels duidelijk geworden",OFF,OFF,OFF,OFF,OFF
6530,"@USER @USER @USER Vreselijk, sterkte en kracht gewenst. Wat een hel voor veel mensen :folded_hands: ",NOT,NOT,NOT,NOT,NOT
6531,@USER @USER Nou zeg......wat n opmerking. Dat impliceert dat je goedkeurt wat die hersenloze zwarte dwazen allemaal aangericht hebben. Wie spoort er nu niet? :loudly_crying_face: ,OFF,,,,
6532,@USER @USER nou van mij mogen ze alle moslims in de zee gooien. Incl de zogenaamd goede. Zekere voor onzekere nemen.,OFF,,,,
6533,#Koeier #beschikbaar #bestelbus #500kg 12.00 uur leeg te #Renesse gaat naar #Bergenopzoom 0621583954,NOT,NOT,NOT,NOT,NOT
6534,.@USER @USER @USER @USER SPnl @USER @USER @USER @USER @USER HOE VER GAAT DE GASKRAAN ECHT DICHT? 2017-2021! URL,NOT,NOT,NOT,NOT,OFF
6535,"@USER alleen den trump is daar verantwoordelijk voor en dan wetende dat er hier extreem rechtse lover van hem zijn , als dat de toekomst is voor ons land neen bedankt niet met dat soort volk",OFF,NOT,NOT,OFF,OFF
6536,"God!!! Waar is die dan ,onzin geloof allemaal . Totaal van het pad die gelovigen",OFF,,,,
6537,@USER @USER @USER Niet alleen onderzoekers van het MIT komen tot die conclusie. Iedereen die een beetje logisch na kan denken wist dat al lang. Dat bewijst dat ze bij het RIVM dus niet logisch kunnen denken. Hier nog meer bewijs. Al van november 2018: URL,OFF,NOT,OFF,NOT,OFF
6538,@USER Werkt super goed,NOT,NOT,NOT,NOT,NOT
6539,@USER @USER @USER Master in Sc mbt communicatie. Dat is duidelijk geen garantie voor een sterk algemeen ontwikkeld abstarkt denkvermogen.,OFF,,,,
6540,@USER @USER Het gaat over het feit dat wereldwijd alles wat blank slecht en racist is maar andersom het afgedaan word als fabel en onbestaande en zo verder. Wat er gebeurd is kan en mag nooit . Maar de beste man zijn dood misbruiken voor te scheiten op blanken ook niet net zoas de rellen.,OFF,NOT,OFF,NOT,OFF
6541,Dalende tabaksverkoop dreigt staat 500 miljoen te kosten URL,NOT,NOT,NOT,NOT,NOT
6542,@USER hij is toch lief :face_with_tears_of_joy: :winking_face: URL,NOT,NOT,NOT,NOT,NOT
6543,"Word jij mijn nieuwe collega?? Ons team is vol op in ontwikkeling. We zoeken een collega geo-informatie (MBO+/HBO) die ambitie heeft om mee te werken aan (team)ontwikkeling en het verder professionaliseren van onze BAG, BGT en g…URL",NOT,NOT,NOT,NOT,NOT
6544,Een mooie vierde plaats van het door ons gesponsorde @USER team tijdens internationaal jeugdtoernooi in #Rotterdam. Trots op deze kanjers! URL,NOT,NOT,NOT,NOT,NOT
6545,@USER @USER enige serieuze opties op links zijn #PvdD en #SP. GroenLinks staat voor persoonsverheerlijking en populisme.,OFF,,,,
6546,@USER BMR heeft een bijwerking als het op zenuw weefsel word in gespoten dat het de boel laat onsteken en zo meer synapsen veroorzaakt via het repair systeem. Dit slimmer maken van mensen heeft zn voordelen maar heeft ook zeer zeker zn Nadelen. Mensen killen Mensen en dat blijft.,NOT,NOT,NOT,NOT,OFF
6547,#BlogPost : Kan je snel geld verdienen op internet ? URL,NOT,NOT,NOT,NOT,NOT
6548,@USER @USER @USER Zegt de trol die in een eikeltjes pyjama rondloopt :rolling_on_the_floor_laughing: :face_with_tears_of_joy: ,OFF,,,,
6549,Aan de anti-Zwarte Pietclub die met 4 touringcars onderweg naar #Meppel zijn: U ZOU U KAPOT MOETEN SCHAMEN #Parijs,OFF,,,,
6550,Dit is toch van de zotten??? Plaatsvervangende schaamte voor al dat troosteloze volk wat daar rondhangt. Dit is niet uit te leggen aan ouderen die al maanden niemand zien. SHAME ON YOU ALL!!! #dam #idioten #coronavirus \ud83d\udd95\ud83c\udffc,OFF,,,,
6551,@USER @USER Dus eindelijk weet je wat een troll is Gefeliciteerd!,NOT,NOT,NOT,OFF,NOT
6552,Mooi draadje,NOT,NOT,NOT,NOT,NOT
6553,@USER Hoe ging die story over roulerend geld in Griekenland ook alweer @USER ?,NOT,NOT,NOT,NOT,NOT
6554,De webinars en workshops vliegen je om de oren. Deze week gaven @USER en @USER er ook een. Over reboarding. En we gaan er meer doen. Het is immers een belangrijk onderwerp voor bijna iedereen. URL,NOT,NOT,NOT,NOT,NOT
6555,Hoogeveen gaat voor schone handen en plaatst zes desinfectiezuilen in het centrum - Dagblad van het Noorden URL,OFF,OFF,NOT,OFF,OFF
6556,Ik kies morgen voor de toekomst. Ik kies voor plan B. Ik kies @USER \u270a\ud83c\udffb\u270a\ud83c\udffc\u270a\ud83c\udffd\u270a\ud83c\udffe#verkiezingen2017 #pvdd #15Maart,NOT,NOT,NOT,NOT,NOT
6557,Echte Mensen | Koffieshop URL,NOT,NOT,NOT,NOT,NOT
6558,@USER @USER @USER Nee is hebberigheid als je steelt van andere en spullen vernield heb je een smerig hart deur je niet heeft niks met rassisme te maken stelen verkrachten moorden,OFF,OFF,OFF,NOT,OFF
6559,@USER URL,OFF,OFF,NOT,NOT,OFF
6560,@USER @USER Gelukkig werk jij niet bij twitter. Je persoonlijke mening weegt te zwaar.,OFF,NOT,NOT,OFF,OFF
6561,"@USER Oh ja, is een leuke buurt. Veel plezier in Rotterdam!",NOT,NOT,NOT,NOT,NOT
6562,rit gezocht op 12 nov 16:45 van Hengelo naar Deventer (Appelstraat) URL,NOT,NOT,NOT,NOT,NOT
6563,@USER Wat ben ik blij dat er mensen zoals jij rondloopt in Den Haag.,NOT,NOT,NOT,NOT,NOT
6564,@USER @USER Waarom N-VA moet niet meer in regering zitten ?,NOT,NOT,NOT,NOT,NOT
6565,"wat vindt u van de term : ""eigen autochtone volk eerst!"" ?",NOT,NOT,OFF,NOT,OFF
6566,"Natuurlijk gaat IS olie niet alleen naar Assad. Ook Turkije koopt olie, Iran, en waarschijnlijk iedereen #pauw",NOT,NOT,NOT,NOT,NOT
6567,"Aan de klootzak die extra gas gaf, met zijn wagen, toen ik geldig overstak (hadden beide groen licht)...je verdient een pijnlijke eenzame dood...",OFF,,,,
6568,"En ik hou van Monty Don, wat een fijne man.",NOT,NOT,NOT,NOT,NOT
6569,@USER Marijnissen verwijt groei populisme door beleid VVD. Er zullen vast VVD'ers over zijn gestapt. Maar ook veel SP en PvdA.,NOT,NOT,NOT,NOT,NOT
6570,@USER @USER Nederland stijgt nauwelijks meer wbt het aantal doden per mln. Het is slechts een kwestie van tijd dat Bolsonaro de hand mag schudden met Trump wanneer ze beide NL gaan inhalen.,NOT,NOT,NOT,NOT,NOT
6571,Goedemorgen mensen! Ik was vroeg wakker. 05:35u. Waarom mag Joost weten. Werk ze vandaag en probeer even buiten te zijn. Het is mooi daar! URL,NOT,NOT,NOT,NOT,NOT
6572,"Ja, jemig. Al vroeg in de ochtend is het druk van volksvertegenwoordigers voor de deur van de buurvrouw. Soms drukt ook eentje bij wijze van verveling op onze deurbel. #Henk #DitIsM #Trump #Nederland",NOT,NOT,NOT,NOT,NOT
6573,@USER @USER @USER Hij had het niet over haar uiterlijk. Hij had het over hoe fout eruit ziet.,NOT,NOT,NOT,NOT,NOT
6574,Vervolging #christenen :latin_cross_selector: & #kerk in #Nederland :Netherlands: #corona #covid #lockdown #socialdistance #anderhalvemeter #dictatuur URL,NOT,NOT,NOT,NOT,NOT
6575,"@USER @USER Tja, ik zou mij als kind schamen voor mijn ouders, ga hier hun tweets niet herhalen maar ik neem er aanstoot aan en weiger dit soort gedrag naar mensen te accepteren!!",NOT,NOT,NOT,NOT,OFF
6576,Ik vloer haar eerst en dan moet ze het betalen :smiling_face_with_smiling_eyes: URL,OFF,,,,
6577,@USER @USER Vol gas op dat smerige inteelt geval :pouting_face: ,OFF,,,,
6578,Maffia slaat je winkel in puin en laat je dan geld betalen om herhaling te voorkomen. Zo ook pappen nathouden moslims in NL. #Parijs,OFF,,,,
6579,@USER @USER Ik wilde al reageren dat je met 1 minuut 47 de snelste in het universum was. Goed gevonden! En leuk filmpje!,NOT,NOT,NOT,NOT,NOT
6580,“Mijn botten zijn gekrakt” - @USER 2018,NOT,NOT,NOT,NOT,NOT
6581,"@USER @USER Deels migrantenkinderen die nog wel een inhaalslag maken. In Nederland hebben 2,5 miljoen mensen van 16 jaar en ouder moeite met lezen, schrijven en/of rekenen. Vaak hebben zij ook moeite met digitale vaardigheden. Dat staat gelijk aan 18%, dus ongeveer 1 op de 6 mensen in NL.",NOT,NOT,NOT,NOT,NOT
6582,@USER @USER @USER Omdat ik gewoon fucking verdrietig word van Dít Twitter gezeik,OFF,OFF,OFF,OFF,OFF
6583,"#Mali worden nu #170 mensen in gijzeling gehouden door twee gewapende mannen, oh nee is geen #parijs is niet nieuwswaardig stel hypocrieten!",OFF,OFF,OFF,OFF,OFF
6584,@USER Zo wil ik altijd op trampolines die soms in mensen hun voortuin staan gaan springen. Maar doe het nog niet.,NOT,NOT,NOT,NOT,NOT
6585,Onze deelnemer #Andraws en onze taalcoach #MeesterAart @USER in actie! Welkom in Almere URL,NOT,NOT,NOT,NOT,NOT
6586,@USER @USER Wat een goed nieuws!,NOT,NOT,NOT,NOT,NOT
6587,@USER @USER Fascisme is een rechtse uitvinding overgenomen door links. De nieuwe fascisten zullen zich anti fascisten noemen.,OFF,OFF,NOT,OFF,OFF
6588,@USER @USER ja tier 7 6 en heel misschien tier 5 mensen,NOT,NOT,NOT,NOT,NOT
6589,@USER Simone maakt nepnieuws,OFF,OFF,NOT,OFF,NOT
6590,"@USER @USER Neus en mond, met een kussen?",NOT,OFF,NOT,NOT,NOT
6591,Tussen een Miljoen Gisteren en een Miljard Morgens URL,NOT,NOT,NOT,NOT,NOT
6592,"Als je nou iemand in Nederland zou mogen aanwijzen die naast de @USER de grootste leugenaar is is hij het , en kennelijk moet je die eigenschap hebben om überhaupt in aanmerking te komen voor een prijsje ! BAH",OFF,OFF,OFF,OFF,OFF
6593,Ik heb getekend voor gerechtigheid wil jij ook je stem laten horen,NOT,NOT,NOT,NOT,NOT
6594,De meeste corruptiezaken bij de politie komen door agenten met dubbele loyaliteit! Nederland voor de Nederlanders! Stop import! URL,OFF,NOT,OFF,OFF,NOT
6595,Duidelijk !!! geldgeul en dan ga je bij ome Bill met boter en suiker ! En de Mol heeft het ANP hij zal het daarom gekregen hebben onder bepaalde voorwaarden :smirking_face: ,OFF,OFF,NOT,NOT,OFF
6596,@USER ze loopt als koningin Maxima die domme trut! Wie denkt ze wel dat ze is de arrogante anarchist!,OFF,,,,
6597,Afvalberg: Hoop voor de toekomst? #coachingskalender #spreuk #quote,NOT,NOT,NOT,NOT,NOT
6598,@USER @USER Maarja hij zegt wel ‘we hebben ze er beter laten uit zien dan dat ze zijn.’ Dus hij is gwn een beetje pisst,OFF,OFF,NOT,OFF,NOT
6599,"@USER Alweer zo'n amateur. Als ze al niets geleerd hebben van de Brexit, rekenen kan deze brokkenpiloot ook nog steeds niet.",OFF,OFF,OFF,OFF,OFF
6600,Wat je misschien leuk vindt...en dan laat #twitter je een bak ellende aan tweets zien..,OFF,OFF,NOT,OFF,NOT
6601,"Ik vind het bizar dat alleen het laatste stuk van de informatie wordt belicht! Hij pleegde gigantisch verzet voor zijn aanhouding. Hij brak in bij een zwangere vrouw en richtte een wapen op haar zwangere buik! Hij is hiervoor veroordeeld. Het is tuig, hij is walgelijk :face_vomiting: :face_vomiting: :face_vomiting: URL",OFF,,,,
6602,Beurs_Today: Noord-Amerikaanse overname voor Aalberts URL,NOT,NOT,NOT,NOT,NOT
6603,@USER @USER Ik weet niet beter. Sta er ver boven. Zielige mensen en hun kinderen zijn er gezegend mee dat als ouder te hebben. Moesten zich kapot schamen. Over IQ gesproken,OFF,NOT,OFF,OFF,OFF
6604,Men gevoel goed meestal zit ik niet ernaast,NOT,NOT,NOT,NOT,NOT
6605,Camping Oda Hoeve in het land van Peel en Maas Boerencamping Oda Hoeve - Op de grens van Noord en Midden Limburg tussen Venlo en Roermond ligt het... #boerencamping #boscamping #camping #kamperen #nederland URL,NOT,NOT,NOT,NOT,NOT
6606,"Zo benieuwd wie de nieuwe burgemeester van Utrecht wordt. Jan van Zanen voorgedragen als burgemeester Den Haag: ""Dit kwam voorbij, ik had het niet gedacht, maar ik heb het toch gedaan"" #rtvutrecht URL",NOT,NOT,NOT,NOT,NOT
6607,@USER @USER Je ziet mij bij een Nexit met die stomme 1 Europa,OFF,OFF,OFF,OFF,OFF
6608,"Nieuwe vacature: Chauffeur leerlingenvervoer, Zierikzee (URL",NOT,NOT,NOT,NOT,NOT
6609,ik laat me toch gvd niet bevruchten door 1 of andere loslopende mafkees,OFF,OFF,OFF,OFF,OFF
6610,":speaker_low_volume: : 93 : calendar :: 29-05 00 :33 : pager :: P1 BR Wegvervoer :pushpin: : 1e Wormenseweg #Apeldoorn : fire_engine :: TS7732 :information_selector: : Kleine brand in het motorcompartiment van de auto. Brand geblust door de omstanders en de Politie. De Brandweer heeft Nacontrole uitgevoerd. : camera_with_flash :: Luciano de Graaf, URL",NOT,NOT,NOT,NOT,NOT
6611,Is het straks verboden Israëlische soldaten te filmen? Nu @USER met @USER,NOT,NOT,NOT,NOT,NOT
6612,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER GEEN Wk-wielrennen in Groningen - Drenthe!!! URL,NOT,NOT,NOT,NOT,NOT
6613,"@USER @USER @USER Binnen de VRR bij uitrol dadelijk wel een onderdeel van tenue met draagvoorschrift, net als bij de politie. #eenheid",NOT,NOT,NOT,NOT,NOT
6614,Fantastisch initiatief. En fijn om onderzoek te mogen doen binnen zo’n prachtige organisatie @USER URL,NOT,NOT,NOT,NOT,NOT
6615,@USER Ik woon in wingewest Brabant. Geen geld tbv A58. Treinverbinding met Den Haag recentelijk opgeheven. Fooi voor gem. Ehv.,NOT,NOT,NOT,NOT,NOT
6616,@USER @USER En hopla de matrassen van de Rode Duivels zijn een hoofdpunt in het #vrtjournaal. De sportmaanden zijn gestart om de mensen genoeg af te vlakken tegen dat ze in oktober naar de stembus gaan,NOT,NOT,NOT,NOT,NOT
6617,#Woensdagweetje: Wist je dat SAFE nu 1 maand online is en dat bijna 40 vrouwen zich aangemeld hebben? Er zijn ook veel professionals die geïnteresseerd zijn in URL,NOT,NOT,NOT,NOT,NOT
6618,Een per definitie vuige #VVD -er is burgemeester (alleen het wóórd al) van Den Haag.,OFF,,,,
6619,Ik vind een @USER leuk: URL,NOT,NOT,NOT,NOT,NOT
6620,Temperatuur=6.4|Regen.dag=0.0mm|Wind=0.7<br>m/s|Max._windstoot=2.2m/s|Richting=WNW|Relatieve_vochtigheid=98.0%|Regen_laatste_uur=0.0mm|Zonnestraling/globale_straling=0.0W/m2,NOT,NOT,NOT,NOT,NOT
6621,@USER @USER @USER Hee Mirjam jij schrijf met alle winden mee hypocriet heet dat,OFF,,,,
6622,@USER Animo zat voor dergelijke 'rooie' fratsen,NOT,NOT,NOT,NOT,NOT
6623,@USER Annecy.... Daar waar een stukje van m'n hart ligt,NOT,NOT,NOT,NOT,NOT
6624,"@USER @USER @USER En antirook trol @USER ( @USER ) komt ook weer wat dwaas uit zijn nek lullen. De tabakslobby, #Fakenews blablabla enz.. URL",OFF,,,,
6625,@USER ik haar dar wijf en die advocaat is ook een walgelijke sukkel!,OFF,OFF,OFF,OFF,OFF
6626,"ik heb gewoon zin in ruzie, wie gaat me ontvolgen?? let op hier komt het, IK HEB EEN PEST POKKE PLEURIS HEKEL AAN ASIELZOEKERS EN ISLAMIETEN",OFF,,,,
6627,"sorry dat ik te laat op school ben , mijn klasgenoot had mijn buurvrouw gekust",NOT,NOT,NOT,NOT,NOT
6628,Nieuwe beelden uit Syrie.. Oh nee is Usa,OFF,,,,
6629,@USER goedemorgen Hendrik jij ook een hele leuke dag nog :sun_with_face: :sun_with_face: :thumbs_up: ,NOT,NOT,NOT,NOT,NOT
6630,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ""Vermogensongelijkheid en markteconomie. Een gesprek met hoogleraar Bas van Bavel"" ""Paul van Liempt in gesprek met hoogleraar transities van economie en samenleving Bas van Bavel over vermogensongelijkheid en de markteconomie."" URL",NOT,NOT,NOT,NOT,NOT
6631,"Oproep @USER aan alle financiers van de zorg! Wie betaalt bepaalt, helaas ook in de zorg, waar schadelast beperking leidend is. URL",NOT,NOT,NOT,NOT,OFF
6632,"@USER @USER @USER @USER @USER @USER @USER @USER @USER Jaja antirook trol , lul nog wat verder uit je nek .. URL",OFF,OFF,OFF,OFF,OFF
6633,Burgemeester V. Zaanen nergens genoemd en word dan ineens burgemeester van Den Haag? Op voordracht van wie en waarom welke duistere krachten zitten hier achter,NOT,NOT,NOT,NOT,OFF
6634,[Tweakers] Elon Musks schikking met beurswaakhond SEC krijgt goedkeuring van rechter - URL,NOT,NOT,NOT,NOT,NOT
6635,Beker van Vlaanderen: Nac Dfb N4-Huize Goossens Appels B op vrijdag 31/08/2018 (o.v),NOT,NOT,NOT,NOT,NOT
6636,"@USER @USER @USER Aww dat is zoooo jammeeer. Het spijt me zo erg. Toen ik kreeg te horen dat het uitverkocht was begon ik te huilen, terwijl mijn toets zo zou beginne",NOT,NOT,NOT,NOT,NOT
